age_group,year,a,s1,s2,t,deaths,population
35,2005,8,23,100,3,0,76
40,2005,9,23,100,3,0,36
45,2005,10,23,100,3,0,17
50,2005,11,23,100,3,0,21
55,2005,12,23,100,3,0,35
60,2005,13,23,100,3,0,21
65,2005,14,23,100,3,0,16
70,2005,15,23,100,3,0,11
75,2005,16,23,100,3,0,10
80,2005,17,23,100,3,0,7
85,2005,18,23,100,3,0,13
0,2006,0,23,100,4,0,6
1,2006,1,23,100,4,0,13
5,2006,2,23,100,4,0,18
10,2006,3,23,100,4,0,9
15,2006,4,23,100,4,0,23
20,2006,5,23,100,4,0,90
25,2006,6,23,100,4,0,183
30,2006,7,23,100,4,0,113
35,2006,8,23,100,4,0,88
40,2006,9,23,100,4,0,43
45,2006,10,23,100,4,0,18
50,2006,11,23,100,4,0,21
55,2006,12,23,100,4,0,33
60,2006,13,23,100,4,0,29
65,2006,14,23,100,4,0,12
70,2006,15,23,100,4,0,5
75,2006,16,23,100,4,0,16
80,2006,17,23,100,4,0,7
85,2006,18,23,100,4,0,9
0,2007,0,23,100,5,0,9
1,2007,1,23,100,5,0,19
5,2007,2,23,100,5,0,11
10,2007,3,23,100,5,0,13
15,2007,4,23,100,5,0,16
20,2007,5,23,100,5,0,102
25,2007,6,23,100,5,0,209
30,2007,7,23,100,5,0,117
35,2007,8,23,100,5,0,83
40,2007,9,23,100,5,0,53
45,2007,10,23,100,5,0,19
50,2007,11,23,100,5,0,25
55,2007,12,23,100,5,0,28
60,2007,13,23,100,5,0,28
65,2007,14,23,100,5,0,14
70,2007,15,23,100,5,0,6
75,2007,16,23,100,5,0,16
80,2007,17,23,100,5,0,6
85,2007,18,23,100,5,0,11
0,2008,0,23,100,6,0,9
1,2008,1,23,100,6,1,24
5,2008,2,23,100,6,0,12
10,2008,3,23,100,6,0,13
15,2008,4,23,100,6,0,15
20,2008,5,23,100,6,0,113
25,2008,6,23,100,6,0,200
30,2008,7,23,100,6,0,99
35,2008,8,23,100,6,0,66
40,2008,9,23,100,6,0,51
45,2008,10,23,100,6,0,25
50,2008,11,23,100,6,0,20
55,2008,12,23,100,6,0,24
60,2008,13,23,100,6,0,33
65,2008,14,23,100,6,0,15
70,2008,15,23,100,6,0,6
75,2008,16,23,100,6,0,14
80,2008,17,23,100,6,0,7
85,2008,18,23,100,6,0,7
0,2009,0,23,100,7,0,6
1,2009,1,23,100,7,0,29
5,2009,2,23,100,7,0,11
10,2009,3,23,100,7,0,10
15,2009,4,23,100,7,0,11
20,2009,5,23,100,7,0,96
25,2009,6,23,100,7,0,195
30,2009,7,23,100,7,0,104
35,2009,8,23,100,7,0,84
40,2009,9,23,100,7,0,51
45,2009,10,23,100,7,0,26
50,2009,11,23,100,7,0,26
55,2009,12,23,100,7,0,21
60,2009,13,23,100,7,0,27
65,2009,14,23,100,7,0,13
70,2009,15,23,100,7,0,7
75,2009,16,23,100,7,0,16
80,2009,17,23,100,7,0,1
85,2009,18,23,100,7,0,10
0,2010,0,23,100,8,0,16
1,2010,1,23,100,8,0,26
5,2010,2,23,100,8,0,12
10,2010,3,23,100,8,0,9
15,2010,4,23,100,8,0,8
20,2010,5,23,100,8,0,80
25,2010,6,23,100,8,0,187
30,2010,7,23,100,8,0,128
35,2010,8,23,100,8,0,98
40,2010,9,23,100,8,0,44
45,2010,10,23,100,8,0,32
50,2010,11,23,100,8,0,24
55,2010,12,23,100,8,0,20
60,2010,13,23,100,8,0,26
65,2010,14,23,100,8,0,14
70,2010,15,23,100,8,0,8
75,2010,16,23,100,8,0,13
80,2010,17,23,100,8,0,2
85,2010,18,23,100,8,0,7
0,2011,0,23,100,9,0,8
1,2011,1,23,100,9,0,42
5,2011,2,23,100,9,0,19
10,2011,3,23,100,9,0,8
15,2011,4,23,100,9,0,9
20,2011,5,23,100,9,0,69
25,2011,6,23,100,9,0,192
30,2011,7,23,100,9,0,146
35,2011,8,23,100,9,0,100
40,2011,9,23,100,9,0,45
45,2011,10,23,100,9,0,34
50,2011,11,23,100,9,0,27
55,2011,12,23,100,9,0,24
60,2011,13,23,100,9,0,17
65,2011,14,23,100,9,0,23
70,2011,15,23,100,9,0,8
75,2011,16,23,100,9,0,8
80,2011,17,23,100,9,0,7
85,2011,18,23,100,9,0,6
0,2012,0,23,100,10,0,5
1,2012,1,23,100,10,1,36
5,2012,2,23,100,10,0,36
10,2012,3,23,100,10,0,7
15,2012,4,23,100,10,0,11
20,2012,5,23,100,10,0,64
25,2012,6,23,100,10,0,174
30,2012,7,23,100,10,0,141
35,2012,8,23,100,10,0,104
40,2012,9,23,100,10,0,44
45,2012,10,23,100,10,0,31
50,2012,11,23,100,10,0,30
55,2012,12,23,100,10,0,34
60,2012,13,23,100,10,0,11
65,2012,14,23,100,10,0,25
70,2012,15,23,100,10,0,8
75,2012,16,23,100,10,0,9
80,2012,17,23,100,10,0,6
85,2012,18,23,100,10,0,8
0,2013,0,23,100,11,0,11
1,2013,1,23,100,11,0,29
5,2013,2,23,100,11,1,46
10,2013,3,23,100,11,0,7
15,2013,4,23,100,11,0,13
20,2013,5,23,100,11,0,56
25,2013,6,23,100,11,0,164
30,2013,7,23,100,11,0,133
35,2013,8,23,100,11,0,111
40,2013,9,23,100,11,0,48
45,2013,10,23,100,11,0,36
50,2013,11,23,100,11,0,32
55,2013,12,23,100,11,0,32
60,2013,13,23,100,11,0,11
65,2013,14,23,100,11,0,25
70,2013,15,23,100,11,0,8
75,2013,16,23,100,11,0,10
80,2013,17,23,100,11,0,7
85,2013,18,23,100,11,0,6
0,2014,0,23,100,12,0,13
1,2014,1,23,100,12,0,25
5,2014,2,23,100,12,0,42
10,2014,3,23,100,12,0,7
15,2014,4,23,100,12,0,14
20,2014,5,23,100,12,0,72
25,2014,6,23,100,12,0,160
30,2014,7,23,100,12,0,120
35,2014,8,23,100,12,0,106
40,2014,9,23,100,12,0,63
45,2014,10,23,100,12,0,30
50,2014,11,23,100,12,0,26
55,2014,12,23,100,12,0,40
60,2014,13,23,100,12,0,13
65,2014,14,23,100,12,0,20
70,2014,15,23,100,12,0,9
75,2014,16,23,100,12,0,9
80,2014,17,23,100,12,0,6
85,2014,18,23,100,12,0,7
0,2015,0,23,100,13,0,11
1,2015,1,23,100,13,0,29
5,2015,2,23,100,13,0,45
10,2015,3,23,100,13,0,8
15,2015,4,23,100,13,0,16
20,2015,5,23,100,13,0,74
25,2015,6,23,100,13,0,165
30,2015,7,23,100,13,0,132
35,2015,8,23,100,13,0,115
40,2015,9,23,100,13,0,73
45,2015,10,23,100,13,0,27
50,2015,11,23,100,13,0,27
55,2015,12,23,100,13,0,39
60,2015,13,23,100,13,0,13
65,2015,14,23,100,13,0,22
70,2015,15,23,100,13,0,6
75,2015,16,23,100,13,0,10
80,2015,17,23,100,13,0,4
85,2015,18,23,100,13,0,8
0,2016,0,23,100,14,0,18
1,2016,1,23,100,14,1,27
5,2016,2,23,100,14,0,38
10,2016,3,23,100,14,0,12
15,2016,4,23,100,14,0,9
20,2016,5,23,100,14,0,73
25,2016,6,23,100,14,0,132
30,2016,7,23,100,14,0,135
35,2016,8,23,100,14,0,117
40,2016,9,23,100,14,0,72
45,2016,10,23,100,14,0,32
50,2016,11,23,100,14,0,35
55,2016,12,23,100,14,0,34
60,2016,13,23,100,14,0,17
65,2016,14,23,100,14,0,16
70,2016,15,23,100,14,0,9
75,2016,16,23,100,14,0,8
80,2016,17,23,100,14,0,4
85,2016,18,23,100,14,0,15
0,2017,0,23,100,15,0,9
1,2017,1,23,100,15,0,39
5,2017,2,23,100,15,0,30
10,2017,3,23,100,15,0,20
15,2017,4,23,100,15,0,6
20,2017,5,23,100,15,0,69
25,2017,6,23,100,15,0,111
30,2017,7,23,100,15,0,122
35,2017,8,23,100,15,0,113
40,2017,9,23,100,15,0,71
45,2017,10,23,100,15,0,33
50,2017,11,23,100,15,0,41
55,2017,12,23,100,15,0,36
60,2017,13,23,100,15,0,20
65,2017,14,23,100,15,0,16
70,2017,15,23,100,15,0,7
75,2017,16,23,100,15,0,8
80,2017,17,23,100,15,0,1
85,2017,18,23,100,15,0,12
0,2018,0,23,100,16,0,7
1,2018,1,23,100,16,0,39
5,2018,2,23,100,16,0,32
10,2018,3,23,100,16,0,20
15,2018,4,23,100,16,0,9
20,2018,5,23,100,16,0,81
25,2018,6,23,100,16,0,120
30,2018,7,23,100,16,0,116
35,2018,8,23,100,16,0,116
40,2018,9,23,100,16,0,67
45,2018,10,23,100,16,0,37
50,2018,11,23,100,16,0,38
55,2018,12,23,100,16,0,39
60,2018,13,23,100,16,0,23
65,2018,14,23,100,16,0,21
70,2018,15,23,100,16,0,9
75,2018,16,23,100,16,0,9
80,2018,17,23,100,16,0,1
85,2018,18,23,100,16,0,11
0,2019,0,23,100,17,0,10
1,2019,1,23,100,17,0,33
5,2019,2,23,100,17,0,50
10,2019,3,23,100,17,0,20
15,2019,4,23,100,17,0,9
20,2019,5,23,100,17,0,83
25,2019,6,23,100,17,0,123
30,2019,7,23,100,17,0,103
35,2019,8,23,100,17,0,110
40,2019,9,23,100,17,0,73
45,2019,10,23,100,17,0,34
50,2019,11,23,100,17,0,42
55,2019,12,23,100,17,0,33
60,2019,13,23,100,17,0,22
65,2019,14,23,100,17,0,20
70,2019,15,23,100,17,0,9
75,2019,16,23,100,17,0,11
80,2019,17,23,100,17,0,2
85,2019,18,23,100,17,0,8
0,2002,0,20,101,0,0,9
1,2002,1,20,101,0,0,27
5,2002,2,20,101,0,0,29
10,2002,3,20,101,0,0,43
15,2002,4,20,101,0,0,42
20,2002,5,20,101,0,0,56
25,2002,6,20,101,0,0,161
30,2002,7,20,101,0,0,94
35,2002,8,20,101,0,0,70
40,2002,9,20,101,0,0,54
45,2002,10,20,101,0,0,31
50,2002,11,20,101,0,0,16
55,2002,12,20,101,0,0,15
60,2002,13,20,101,0,0,21
65,2002,14,20,101,0,0,7
70,2002,15,20,101,0,0,6
75,2002,16,20,101,0,0,29
80,2002,17,20,101,0,0,14
85,2002,18,20,101,0,0,3
0,2003,0,20,101,1,0,13
1,2003,1,20,101,1,0,23
5,2003,2,20,101,1,0,28
10,2003,3,20,101,1,0,43
15,2003,4,20,101,1,0,39
20,2003,5,20,101,1,0,63
25,2003,6,20,101,1,0,166
30,2003,7,20,101,1,0,93
35,2003,8,20,101,1,0,80
40,2003,9,20,101,1,0,42
45,2003,10,20,101,1,0,34
50,2003,11,20,101,1,0,21
55,2003,12,20,101,1,0,15
60,2003,13,20,101,1,0,16
65,2003,14,20,101,1,0,10
70,2003,15,20,101,1,0,3
75,2003,16,20,101,1,0,24
80,2003,17,20,101,1,0,12
85,2003,18,20,101,1,0,2
0,2004,0,20,101,2,0,8
1,2004,1,20,101,2,0,25
5,2004,2,20,101,2,0,32
10,2004,3,20,101,2,0,37
15,2004,4,20,101,2,0,30
20,2004,5,20,101,2,0,59
25,2004,6,20,101,2,0,141
30,2004,7,20,101,2,0,102
35,2004,8,20,101,2,0,84
40,2004,9,20,101,2,0,45
45,2004,10,20,101,2,0,31
50,2004,11,20,101,2,0,23
55,2004,12,20,101,2,0,13
60,2004,13,20,101,2,0,19
65,2004,14,20,101,2,0,11
70,2004,15,20,101,2,0,4
75,2004,16,20,101,2,0,22
80,2004,17,20,101,2,0,17
85,2004,18,20,101,2,0,3
0,2005,0,20,101,3,0,5
1,2005,1,20,101,3,0,26
5,2005,2,20,101,3,0,35
10,2005,3,20,101,3,0,32
15,2005,4,20,101,3,0,31
20,2005,5,20,101,3,0,71
25,2005,6,20,101,3,0,115
30,2005,7,20,101,3,0,92
35,2005,8,20,101,3,0,89
40,2005,9,20,101,3,0,37
45,2005,10,20,101,3,0,37
50,2005,11,20,101,3,0,22
55,2005,12,20,101,3,0,15
60,2005,13,20,101,3,0,22
65,2005,14,20,101,3,0,12
70,2005,15,20,101,3,0,2
75,2005,16,20,101,3,0,24
80,2005,17,20,101,3,0,18
85,2005,18,20,101,3,0,4
0,2006,0,20,101,4,0,9
1,2006,1,20,101,4,0,28
5,2006,2,20,101,4,0,24
10,2006,3,20,101,4,0,40
15,2006,4,20,101,4,0,24
20,2006,5,20,101,4,0,81
25,2006,6,20,101,4,0,119
30,2006,7,20,101,4,0,75
35,2006,8,20,101,4,0,80
40,2006,9,20,101,4,0,40
45,2006,10,20,101,4,0,45
50,2006,11,20,101,4,0,20
55,2006,12,20,101,4,0,20
60,2006,13,20,101,4,0,18
65,2006,14,20,101,4,0,18
70,2006,15,20,101,4,0,1
75,2006,16,20,101,4,0,13
80,2006,17,20,101,4,0,24
85,2006,18,20,101,4,0,2
0,2007,0,20,101,5,0,6
1,2007,1,20,101,5,0,27
5,2007,2,20,101,5,0,29
10,2007,3,20,101,5,0,35
15,2007,4,20,101,5,0,30
20,2007,5,20,101,5,0,73
25,2007,6,20,101,5,0,118
30,2007,7,20,101,5,0,80
35,2007,8,20,101,5,0,71
40,2007,9,20,101,5,0,44
45,2007,10,20,101,5,0,41
50,2007,11,20,101,5,0,21
55,2007,12,20,101,5,0,18
60,2007,13,20,101,5,0,20
65,2007,14,20,101,5,0,18
70,2007,15,20,101,5,0,2
75,2007,16,20,101,5,0,10
80,2007,17,20,101,5,0,26
85,2007,18,20,101,5,0,2
0,2008,0,20,101,6,0,10
1,2008,1,20,101,6,0,26
5,2008,2,20,101,6,0,32
10,2008,3,20,101,6,0,28
15,2008,4,20,101,6,0,30
20,2008,5,20,101,6,0,59
25,2008,6,20,101,6,0,120
30,2008,7,20,101,6,0,55
35,2008,8,20,101,6,0,38
40,2008,9,20,101,6,0,36
45,2008,10,20,101,6,0,39
50,2008,11,20,101,6,0,20
55,2008,12,20,101,6,0,26
60,2008,13,20,101,6,0,19
65,2008,14,20,101,6,0,13
70,2008,15,20,101,6,0,5
75,2008,16,20,101,6,0,5
80,2008,17,20,101,6,0,21
85,2008,18,20,101,6,0,2
0,2009,0,20,101,7,0,8
1,2009,1,20,101,7,0,33
5,2009,2,20,101,7,0,31
10,2009,3,20,101,7,0,37
15,2009,4,20,101,7,0,28
20,2009,5,20,101,7,0,72
25,2009,6,20,101,7,0,112
30,2009,7,20,101,7,0,67
35,2009,8,20,101,7,0,41
40,2009,9,20,101,7,0,34
45,2009,10,20,101,7,0,38
50,2009,11,20,101,7,0,17
55,2009,12,20,101,7,0,19
60,2009,13,20,101,7,0,14
65,2009,14,20,101,7,0,17
70,2009,15,20,101,7,0,7
75,2009,16,20,101,7,0,5
80,2009,17,20,101,7,0,19
85,2009,18,20,101,7,0,4
0,2010,0,20,101,8,1,8
1,2010,1,20,101,8,0,32
5,2010,2,20,101,8,2,32
10,2010,3,20,101,8,0,42
15,2010,4,20,101,8,0,22
20,2010,5,20,101,8,0,75
25,2010,6,20,101,8,0,127
30,2010,7,20,101,8,0,81
35,2010,8,20,101,8,0,45
40,2010,9,20,101,8,0,41
45,2010,10,20,101,8,0,34
50,2010,11,20,101,8,0,23
55,2010,12,20,101,8,0,16
60,2010,13,20,101,8,0,11
65,2010,14,20,101,8,0,16
70,2010,15,20,101,8,0,9
75,2010,16,20,101,8,0,5
80,2010,17,20,101,8,0,17
85,2010,18,20,101,8,0,3
0,2011,0,20,101,9,0,10
1,2011,1,20,101,9,0,31
5,2011,2,20,101,9,0,33
10,2011,3,20,101,9,0,31
15,2011,4,20,101,9,0,27
20,2011,5,20,101,9,0,70
25,2011,6,20,101,9,0,137
30,2011,7,20,101,9,0,97
35,2011,8,20,101,9,0,44
40,2011,9,20,101,9,0,42
45,2011,10,20,101,9,0,37
50,2011,11,20,101,9,0,23
55,2011,12,20,101,9,0,17
60,2011,13,20,101,9,0,11
65,2011,14,20,101,9,0,15
70,2011,15,20,101,9,0,12
75,2011,16,20,101,9,0,5
80,2011,17,20,101,9,0,9
85,2011,18,20,101,9,0,10
0,2012,0,20,101,10,0,11
1,2012,1,20,101,10,0,30
5,2012,2,20,101,10,0,31
10,2012,3,20,101,10,0,34
15,2012,4,20,101,10,0,21
20,2012,5,20,101,10,0,63
25,2012,6,20,101,10,0,140
30,2012,7,20,101,10,0,102
35,2012,8,20,101,10,0,50
40,2012,9,20,101,10,0,36
45,2012,10,20,101,10,0,41
50,2012,11,20,101,10,0,26
55,2012,12,20,101,10,0,18
60,2012,13,20,101,10,0,10
65,2012,14,20,101,10,0,16
70,2012,15,20,101,10,0,13
75,2012,16,20,101,10,0,5
80,2012,17,20,101,10,0,8
85,2012,18,20,101,10,0,7
0,2013,0,20,101,11,0,7
1,2013,1,20,101,11,0,32
5,2013,2,20,101,11,0,34
10,2013,3,20,101,11,0,40
15,2013,4,20,101,11,0,17
20,2013,5,20,101,11,0,57
25,2013,6,20,101,11,0,144
30,2013,7,20,101,11,0,101
35,2013,8,20,101,11,0,49
40,2013,9,20,101,11,0,42
45,2013,10,20,101,11,0,39
50,2013,11,20,101,11,0,28
55,2013,12,20,101,11,0,24
60,2013,13,20,101,11,0,9
65,2013,14,20,101,11,0,15
70,2013,15,20,101,11,0,12
75,2013,16,20,101,11,0,5
80,2013,17,20,101,11,0,8
85,2013,18,20,101,11,0,5
0,2014,0,20,101,12,0,8
1,2014,1,20,101,12,0,26
5,2014,2,20,101,12,0,34
10,2014,3,20,101,12,0,42
15,2014,4,20,101,12,0,22
20,2014,5,20,101,12,0,50
25,2014,6,20,101,12,0,125
30,2014,7,20,101,12,0,102
35,2014,8,20,101,12,1,47
40,2014,9,20,101,12,0,42
45,2014,10,20,101,12,0,40
50,2014,11,20,101,12,0,33
55,2014,12,20,101,12,0,28
60,2014,13,20,101,12,0,13
65,2014,14,20,101,12,0,12
70,2014,15,20,101,12,0,16
75,2014,16,20,101,12,0,5
80,2014,17,20,101,12,0,11
85,2014,18,20,101,12,0,3
0,2015,0,20,101,13,0,11
1,2015,1,20,101,13,0,23
5,2015,2,20,101,13,0,31
10,2015,3,20,101,13,0,30
15,2015,4,20,101,13,0,26
20,2015,5,20,101,13,0,62
25,2015,6,20,101,13,0,106
30,2015,7,20,101,13,0,94
35,2015,8,20,101,13,0,47
40,2015,9,20,101,13,0,39
45,2015,10,20,101,13,0,36
50,2015,11,20,101,13,0,32
55,2015,12,20,101,13,0,33
60,2015,13,20,101,13,0,10
65,2015,14,20,101,13,0,12
70,2015,15,20,101,13,0,16
75,2015,16,20,101,13,0,4
80,2015,17,20,101,13,0,10
85,2015,18,20,101,13,0,5
0,2016,0,20,101,14,0,6
1,2016,1,20,101,14,0,23
5,2016,2,20,101,14,0,36
10,2016,3,20,101,14,0,32
15,2016,4,20,101,14,0,28
20,2016,5,20,101,14,0,55
25,2016,6,20,101,14,0,117
30,2016,7,20,101,14,0,87
35,2016,8,20,101,14,0,51
40,2016,9,20,101,14,0,43
45,2016,10,20,101,14,0,33
50,2016,11,20,101,14,0,34
55,2016,12,20,101,14,0,33
60,2016,13,20,101,14,0,12
65,2016,14,20,101,14,0,12
70,2016,15,20,101,14,0,15
75,2016,16,20,101,14,0,4
80,2016,17,20,101,14,0,8
85,2016,18,20,101,14,0,7
0,2017,0,20,101,15,0,4
1,2017,1,20,101,15,1,24
5,2017,2,20,101,15,0,35
10,2017,3,20,101,15,0,30
15,2017,4,20,101,15,0,32
20,2017,5,20,101,15,0,49
25,2017,6,20,101,15,0,106
30,2017,7,20,101,15,0,80
35,2017,8,20,101,15,0,52
40,2017,9,20,101,15,0,48
45,2017,10,20,101,15,0,26
50,2017,11,20,101,15,0,35
55,2017,12,20,101,15,0,31
60,2017,13,20,101,15,0,14
65,2017,14,20,101,15,0,11
70,2017,15,20,101,15,0,14
75,2017,16,20,101,15,0,6
80,2017,17,20,101,15,0,4
85,2017,18,20,101,15,0,9
0,2018,0,20,101,16,0,5
1,2018,1,20,101,16,0,23
5,2018,2,20,101,16,0,30
10,2018,3,20,101,16,0,26
15,2018,4,20,101,16,0,30
20,2018,5,20,101,16,0,39
25,2018,6,20,101,16,0,109
30,2018,7,20,101,16,0,86
35,2018,8,20,101,16,0,58
40,2018,9,20,101,16,0,55
45,2018,10,20,101,16,0,24
50,2018,11,20,101,16,0,32
55,2018,12,20,101,16,0,33
60,2018,13,20,101,16,0,14
65,2018,14,20,101,16,0,12
70,2018,15,20,101,16,0,12
75,2018,16,20,101,16,0,5
80,2018,17,20,101,16,0,7
85,2018,18,20,101,16,0,6
0,2019,0,20,101,17,0,8
1,2019,1,20,101,17,0,20
5,2019,2,20,101,17,0,36
10,2019,3,20,101,17,0,30
15,2019,4,20,101,17,0,31
20,2019,5,20,101,17,0,42
25,2019,6,20,101,17,0,92
30,2019,7,20,101,17,0,81
35,2019,8,20,101,17,0,65
40,2019,9,20,101,17,0,54
45,2019,10,20,101,17,0,29
50,2019,11,20,101,17,0,28
55,2019,12,20,101,17,0,36
60,2019,13,20,101,17,0,17
65,2019,14,20,101,17,0,16
70,2019,15,20,101,17,0,12
75,2019,16,20,101,17,0,7
80,2019,17,20,101,17,0,8
85,2019,18,20,101,17,0,7
0,2002,0,2,102,0,0,12
1,2002,1,2,102,0,0,42
5,2002,2,2,102,0,0,49
10,2002,3,2,102,0,0,53
15,2002,4,2,102,0,0,31
20,2002,5,2,102,0,0,62
25,2002,6,2,102,0,0,119
30,2002,7,2,102,0,0,117
35,2002,8,2,102,0,0,77
40,2002,9,2,102,0,0,56
45,2002,10,2,102,0,0,41
50,2002,11,2,102,0,0,28
55,2002,12,2,102,0,0,19
60,2002,13,2,102,0,0,35
65,2002,14,2,102,0,0,25
70,2002,15,2,102,0,0,17
75,2002,16,2,102,0,0,13
80,2002,17,2,102,0,0,9
85,2002,18,2,102,0,0,12
0,2003,0,2,102,1,0,3
1,2003,1,2,102,1,1,50
5,2003,2,2,102,1,0,48
10,2003,3,2,102,1,0,50
15,2003,4,2,102,1,0,39
20,2003,5,2,102,1,0,56
25,2003,6,2,102,1,0,103
30,2003,7,2,102,1,0,111
35,2003,8,2,102,1,0,84
40,2003,9,2,102,1,0,55
45,2003,10,2,102,1,0,43
50,2003,11,2,102,1,0,31
55,2003,12,2,102,1,0,16
60,2003,13,2,102,1,0,26
65,2003,14,2,102,1,0,30
70,2003,15,2,102,1,0,20
75,2003,16,2,102,1,0,13
80,2003,17,2,102,1,0,10
85,2003,18,2,102,1,0,14
0,2004,0,2,102,2,0,19
1,2004,1,2,102,2,0,28
5,2004,2,2,102,2,0,38
10,2004,3,2,102,2,0,48
15,2004,4,2,102,2,0,50
20,2004,5,2,102,2,0,51
25,2004,6,2,102,2,0,101
30,2004,7,2,102,2,0,114
35,2004,8,2,102,2,0,75
40,2004,9,2,102,2,0,51
45,2004,10,2,102,2,0,43
50,2004,11,2,102,2,0,24
55,2004,12,2,102,2,0,21
60,2004,13,2,102,2,0,23
65,2004,14,2,102,2,0,24
70,2004,15,2,102,2,0,22
75,2004,16,2,102,2,0,10
80,2004,17,2,102,2,0,14
85,2004,18,2,102,2,0,0
0,2005,0,2,102,3,0,14
1,2005,1,2,102,3,0,40
5,2005,2,2,102,3,0,43
10,2005,3,2,102,3,0,43
15,2005,4,2,102,3,0,50
20,2005,5,2,102,3,0,46
25,2005,6,2,102,3,0,86
30,2005,7,2,102,3,0,101
35,2005,8,2,102,3,0,73
40,2005,9,2,102,3,0,49
45,2005,10,2,102,3,0,46
50,2005,11,2,102,3,0,21
55,2005,12,2,102,3,0,32
60,2005,13,2,102,3,0,20
65,2005,14,2,102,3,0,23
70,2005,15,2,102,3,0,23
75,2005,16,2,102,3,0,11
80,2005,17,2,102,3,0,10
85,2005,18,2,102,3,0,0
0,2006,0,2,102,4,0,11
1,2006,1,2,102,4,0,37
5,2006,2,2,102,4,0,42
10,2006,3,2,102,4,0,40
15,2006,4,2,102,4,0,53
20,2006,5,2,102,4,0,51
25,2006,6,2,102,4,0,81
30,2006,7,2,102,4,1,99
35,2006,8,2,102,4,0,78
40,2006,9,2,102,4,0,51
45,2006,10,2,102,4,0,45
50,2006,11,2,102,4,0,29
55,2006,12,2,102,4,0,31
60,2006,13,2,102,4,0,18
65,2006,14,2,102,4,0,26
70,2006,15,2,102,4,0,21
75,2006,16,2,102,4,0,5
80,2006,17,2,102,4,0,17
85,2006,18,2,102,4,0,0
0,2007,0,2,102,5,1,14
1,2007,1,2,102,5,0,42
5,2007,2,2,102,5,0,49
10,2007,3,2,102,5,0,32
15,2007,4,2,102,5,0,46
20,2007,5,2,102,5,0,49
25,2007,6,2,102,5,0,68
30,2007,7,2,102,5,0,95
35,2007,8,2,102,5,0,76
40,2007,9,2,102,5,0,51
45,2007,10,2,102,5,0,45
50,2007,11,2,102,5,0,28
55,2007,12,2,102,5,0,31
60,2007,13,2,102,5,0,20
65,2007,14,2,102,5,0,32
70,2007,15,2,102,5,0,17
75,2007,16,2,102,5,0,7
80,2007,17,2,102,5,0,14
85,2007,18,2,102,5,0,1
0,2008,0,2,102,6,0,17
1,2008,1,2,102,6,1,42
5,2008,2,2,102,6,1,40
10,2008,3,2,102,6,0,31
15,2008,4,2,102,6,0,51
20,2008,5,2,102,6,0,58
25,2008,6,2,102,6,0,61
30,2008,7,2,102,6,0,104
35,2008,8,2,102,6,0,85
40,2008,9,2,102,6,0,45
45,2008,10,2,102,6,0,41
50,2008,11,2,102,6,0,32
55,2008,12,2,102,6,0,32
60,2008,13,2,102,6,0,17
65,2008,14,2,102,6,0,27
70,2008,15,2,102,6,0,15
75,2008,16,2,102,6,0,9
80,2008,17,2,102,6,0,15
85,2008,18,2,102,6,0,2
0,2009,0,2,102,7,0,7
1,2009,1,2,102,7,0,48
5,2009,2,2,102,7,1,49
10,2009,3,2,102,7,0,31
15,2009,4,2,102,7,0,43
20,2009,5,2,102,7,0,62
25,2009,6,2,102,7,0,60
30,2009,7,2,102,7,0,107
35,2009,8,2,102,7,0,79
40,2009,9,2,102,7,0,54
45,2009,10,2,102,7,0,43
50,2009,11,2,102,7,0,36
55,2009,12,2,102,7,0,28
60,2009,13,2,102,7,0,20
65,2009,14,2,102,7,0,26
70,2009,15,2,102,7,0,22
75,2009,16,2,102,7,0,11
80,2009,17,2,102,7,0,15
85,2009,18,2,102,7,0,1
0,2010,0,2,102,8,0,18
1,2010,1,2,102,8,0,40
5,2010,2,2,102,8,0,45
10,2010,3,2,102,8,0,32
15,2010,4,2,102,8,0,35
20,2010,5,2,102,8,0,63
25,2010,6,2,102,8,0,65
30,2010,7,2,102,8,0,92
35,2010,8,2,102,8,0,77
40,2010,9,2,102,8,0,55
45,2010,10,2,102,8,0,41
50,2010,11,2,102,8,0,35
55,2010,12,2,102,8,0,29
60,2010,13,2,102,8,0,30
65,2010,14,2,102,8,0,18
70,2010,15,2,102,8,0,22
75,2010,16,2,102,8,0,11
80,2010,17,2,102,8,0,11
85,2010,18,2,102,8,0,2
0,2011,0,2,102,9,0,14
1,2011,1,2,102,9,0,42
5,2011,2,2,102,9,0,45
10,2011,3,2,102,9,0,35
15,2011,4,2,102,9,0,32
20,2011,5,2,102,9,0,50
25,2011,6,2,102,9,0,74
30,2011,7,2,102,9,0,81
35,2011,8,2,102,9,0,65
40,2011,9,2,102,9,0,58
45,2011,10,2,102,9,0,40
50,2011,11,2,102,9,0,39
55,2011,12,2,102,9,0,34
60,2011,13,2,102,9,0,29
65,2011,14,2,102,9,0,15
70,2011,15,2,102,9,0,26
75,2011,16,2,102,9,0,14
80,2011,17,2,102,9,0,9
85,2011,18,2,102,9,0,7
0,2012,0,2,102,10,0,9
1,2012,1,2,102,10,0,39
5,2012,2,2,102,10,0,47
10,2012,3,2,102,10,0,39
15,2012,4,2,102,10,0,28
20,2012,5,2,102,10,0,50
25,2012,6,2,102,10,0,68
30,2012,7,2,102,10,0,79
35,2012,8,2,102,10,0,60
40,2012,9,2,102,10,0,62
45,2012,10,2,102,10,0,45
50,2012,11,2,102,10,0,43
55,2012,12,2,102,10,0,36
